username, name, party, id, tweets
RepRussFulcher,Rep. Russ Fulcher,R,1078741899572240384,"['Our country has committed to providing quality care and support for our nation’s veterans.  While it is our expectation that VA EHR modernization ultimately improves veterans’ access to care, the rollout of the EHR system has thus far fallen short.\n\nMore: https://t.co/8BLIOyHo3I https://t.co/Qbp9PRgS7c', 'On this day 78 years ago, the largest seaborn invasion in history occurred. D-Day changed the course of WWII and today we honor the brave men and women who fought to make that possible. https://t.co/qEmzsprbFe', 'It was great having the Nuzzaco family visit us from Emmett for a Capitol tour!\n\nTo submit a tour request, visit our website at https://t.co/Zsttn0dsXR https://t.co/ovStqIrpb9', 'I am requesting the Supreme Court take up Kerr v. Planned Parenthood. When Congress passed the Medicaid Act, states were given the authority to determine Medicaid qualifications.\n\nI join the majority of Americans who oppose taxpayer-funded abortions: https://t.co/RdIsqoGfUO https://t.co/JQr1qNoXVS', 'House Republicans are demanding answers on the progress of the Biden Administration’s investigation into billions of taxpayer dollars that have been stolen or improperly paid. According to reports, anywhere between $163-$400 billion has been lost to fraud. https://t.co/YeRR8wt8Zs', 'I joined @EdLaborGOP on a letter urging the Department of Justice to uphold the rule of law and resist the Department of Education’s effort to abandon due process in their rewrite of the borrower defense to repayment rules.\n\n📝 Read more here: https://t.co/qlD6BL3hIJ https://t.co/BXHWp0rlpL', ""President Biden's first actions in office set our country on a path toward skyrocketing energy costs and reliance on foreign countries.\n\nExacerbated by the war in Ukraine, this is now our reality:\nhttps://t.co/TVZTPSRuKp"", 'We must never forget… we must continue to honor the sacrifice of those lost, and make sure future generations do the same. https://t.co/bl7qE4VEyC', 'It was an honor to speak at the Idaho State Veterans Cemetery’s Memorial Day ceremony this morning. Please watch my remarks on the importance of this day: https://t.co/KzVU8thQhR', 'After two years, National Cemeteries will once again be hosting public ceremonies to celebrate the lives of our American heroes. \n\nFor more information: \nhttps://t.co/klAQE28Ymk https://t.co/oeO9haGpCX']",[]
RepMattGaetz,Rep. Matt Gaetz,R,818948638890217473,"['https://t.co/8nmgxqp5oM', 'Working tirelessly to EXPOSE the secrets of THE SWAMP! 🇺🇸\n\nhttps://t.co/d8um9b012b https://t.co/QD1GY4ze49', 'When Republicans retake the majority, we are not going to relent in our oversight.\n\nEven if John Durham is giving up, we are not. https://t.co/a16xfhUgBo', 'D-DAY: 78 years ago today, 156,000 American and allied troops stormed the beaches of Normandy to defend us from evil tyranny. \n\nWe stand on the shoulders of American titans – the greatest generation – who gave everything for freedom.\n\nWe will #NeverForget these legions of heroes. https://t.co/Dwo5CHZECX', 'COLLUSION: ""The workspace at\xa0Perkins Coie’s office in Washington, D.C. was cleared by the FBI in 2012, an attorney representing Perkins Coie told Reps. Matt Gaetz and @Jim_Jordan in a May 25 letter that was reviewed by The @EpochTimes.""\n\nhttps://t.co/Suzn6FdjME', 'RT @thehill: .@RepMattGaetz: ""The mandated compliance to Big Pharma is not something that should append to someone\'s service to out country…', ""RT @Firebrand_Pod: Episode 48 LIVE: Don't Take My Guns – Firebrand with Matt Gaetz\n\nhttps://t.co/FSqr4Cr5M6"", 'RT @tampafreepress: Rep. Gaetz Delivers Harsh Message To Senate GOPers On Red-Flag Laws\n#gaetz #redflag @RepMattGaetz @mattgaetz \nhttps://t…', 'RT @JudiciaryGOP: .@RepMattGaetz is spot on. \n\n“Democrats want to ensure that the government has the power to take your guns away without g…', 'Criminals hell-bent on buying a gun to commit an atrocity can do so in violent blue cities that have the MOST gun control.\n\nThe clearest take on this came from @SHAQ during the NBA Eastern Conference Finals: ""Places where I’m from, anybody can [illegally] get a weapon any time."" https://t.co/EzCT1mYl6t']",[]
RepGallagher,Rep. Gallagher Press Office,R,815966620300480514,"['78 years ago, more than 160,000 brave Allied soldiers stormed the beaches and hedgerows of Normandy and paved the way for the liberation of Europe. \n\nToday we remember and honor the heroism and sacrifice of those who contributed to this historic effort. https://t.co/hHbO25zk0G', 'RT @WSJopinion: Force Design 2030 ensures the Marines can meet the demands of the current moment, while remaining the finest and deadliest…', 'This Memorial Day, let us not forget the stories of all those who lost their lives to defend our freedoms. We are forever in their debt.', 'Private John Erban served in the Army Air Corps and was Killed in action on Jun 9, 1944 in the Pacific theater. https://t.co/B5XagehQ1a', 'Richard Erban and John Erban were 2 of 6 sons in their family to serve in WWII. Tragically, John and Richard paid the ultimate sacrifice. Private Richard Erban served in the Army and was KIA on October 25, 1944 in Italy. https://t.co/R4ggW2vU7M', 'Private Valentine T. Warrichaiet from Oconto, served in the Korean War and was killed in action on July 9, 1953 in the battle for Pork Chop Hill. The HWY 41 bridge over the Oconto River is named in his honor. https://t.co/fm87YOLhFb', 'Corporal John Gmack of Green Bay was killed in Cambodia on May 28, 1970. He served in the 1st Cavalry Division, 8th Cavalry, 1st Battalion. https://t.co/hHs9Vonl4A', 'Private Floyd Nuthals of Green Bay served in the Marine Corps and was killed in action on March 2, 1945 at Iwo Jima. He posthumously received the Presidential Unit Citation “for extraordinary heroism in action during the seizure of enemy Japanese-held Iwo Jima, Volcano Islands."" https://t.co/gM5SJz2UTx', 'THREAD ➡️ On Memorial Day, we honor the brave men and women who made the ultimate sacrifice while protecting our freedoms. Northeast Wisconsin was home to many of these heroes who never made it back home, and today we want to recognize a few of them and their stories.', 'RT @TheFGA: Today, the FGA led a diverse coalition of 11 organizations in sending a letter to congressional leaders in support of the #Prom…']",[]
RepGarbarino,Rep. Andrew Garbarino,R,1344349650447433729,"['On this day 78 years ago, U.S. &amp; allied forces stormed the beaches of Normandy to fight against evil. We will never forget their brave sacrifice.\n\n""The eyes of the world are upon you. The hopes and prayers of liberty-loving people everywhere march with you."" – General Eisenhower https://t.co/BLDmm0ss9D', ""Nothing is more important than our children's safety which is why I partnered with @NassauCountyPD to offer a car seat safety check for LI parents. Thank you to the officers who volunteered their time, @MassapequaLib for hosting, &amp; to all the parents that came out for this event. https://t.co/BI8pYbYelF"", ""As Long Islanders continue to pay the price for Biden’s Energy Crisis, I recently traveled to Houston, TX to learn more about domestic oil and gas production and see firsthand the potential of America's energy sector. We can and must produce the energy we need here at home. https://t.co/5WoXYSJUQR"", 'RT @HomelandGOP: One year ago today, meat giant JBS paid $11 million in ransom to response to a cyberattack. The threat of cyberattacks fro…', 'Gas prices in New York State recently hit yet another record high, costing #NY02 families at the pump.\n\nWe must reverse anti-American energy policies, resume domestic production, and restore American energy independence in order to bring down rising costs. https://t.co/pH7YbETf3e', ""On a weekend dedicated to honoring our nation's heroes, violent crime swept across major U.S. cities. \n\nSoft on crime policies are only worsening rising crime. We must give law enforcement the resources they need to address this crisis. \nhttps://t.co/Dplz4r0Lg8"", 'America is the land of the free because of the brave. On this solemn Memorial Day, please join me in honoring those who have made the ultimate sacrifice in service to this great nation. 🇺🇸 https://t.co/aQE7X8xYnQ', 'Tyler Alvarez has always dreamed of serving his country. He was recently able to became an honorary paratrooper of the 82nd Airborne Division. Congratulations Tyler!\n\nTyler, who has Autism, is the son of NYPD hero Lou Alvarez, who lost his battle with 9/11-related cancer in 2019. https://t.co/egwL1WkCzG', 'This tragedy comes on the heels of the recent Buffalo shooting, the pain of which is still fresh. New Yorkers stand with you and share your grief.', 'What a horrific and senseless act of violence in Texas. There is a special place in hell for monsters capable of such evil.\n\nPraying for the families of the dead, taken far too young, for the injured, including two responding officers, and for the entire Uvalde community.']",[]
RepMikeGarcia,Rep. Mike Garcia,R,1262531473057423361,"['This bill will be paid for by repurposing billions of dollars in unspent COVID-19 aid from the American Rescue Plan, which has been sitting unused for more than a year. This measure, along with others, will have an immediate impact in deterring evil on our campuses.', 'I will be introducing a bill soon which will help every public school in America hire &amp; train armed SROs (1 SRO for every 250 students) to protect kids on campus. We must ensure that every school has SROs on campus to stop bad guys from hurting innocent children.', 'All options need to be examined to ensure kids remain protected at school. Only 45% of schools have an armed School Resource Officer (SRO) that is on campus at least once a week. Properly trained SROs act as a meaningful deterrent to school violence.', 'I recently presented certificates to the Congressional Art Competition winners of #CA25. It was a pleasure to meet with the families and art teachers who have supported these talented young artists. https://t.co/SbEHXOtRrs', 'To make an appointment, please call: 559-548-9309. Or call my office with any additional questions.', 'Tax season comes with its issues for some of us. If you have issues with your federal taxes, I’ll be hosting a Taxpayer Problem Solving Day on June 18th from 10am-2pm with Taxpayer Advocate Service at College of the Canyons where you can receive one-on-one assistance. https://t.co/ewHe0yTJHv', 'ICYMI: I spoke at the Santa Clarita Valley’s Memorial Day Ceremony to honor the fallen heroes who made the ultimate sacrifice so we may live in a country where we are kept free and safe. Let’s forever love the nation that they made that sacrifice for.\nhttps://t.co/rxQGRWPFKe', 'Nearly 100 students will not walk with their class because of these ridiculous rules. This does not align with science and the administrators themselves are not following and enforcing the rules. It’s shameful and heartbreaking.', ""My intention was to get them to reverse their policies, just as LAUSD has done, that require every student to be vaccinated to attend their own graduation. Unfortunately, they are claiming that the board's rules are completely inflexible. School choice matters for this reason."", 'I’m a strong supporter of charter schools and school choice. But even at charter schools, the wrong leadership can negatively impact our children. After Granada Hills Charter High School ignored several of my calls and emails, I decided to pay them a visit. https://t.co/F8qvrWyGic']",[]
RepBobGibbs,Rep. Bob Gibbs,R,234822928,"['Today marks the 78th anniversary of D-Day, a day that changed the course of World War II and world history. We will never forget the bravery and determination of the soldiers of the Greatest Generation who risked everything to liberate a continent and the world from Nazi Germany. https://t.co/MGSvx7I9h0', 'The Biden administration spent most of the last year gaslighting Americans, saying inflation isn’t happening/is transitory/is a good thing. Wages can’t keep up with the rising cost of living thanks to the Democrats’ reckless government spending and backwards fiscal policies. https://t.co/vg8TuRDee2', 'I had a great tour of @TRCPG in 2017, &amp; today on #NationalAutonomousVehicleDay, I want to highlight how they are leading the charge on automated driving systems in rural communities with @DriveOhio &amp; working with @ODOT_Statewide and @INDOT on automated truck traffic on I-70. https://t.co/DKcV4Nbo8Q', 'Today is #InternationalMuseumDay, and I’m featuring @massmu. This video was taken in 2016, and it highlights the value the museum has provided to the community over the last 50 years. There is a wealth of knowledge Ohioans can gain from access to this cultural hub! https://t.co/9dm6Db5fM2', '.@POTUS and his administration are either incompetent or they are being purposely negligent. Either way, this is outrageous. https://t.co/N5j18cKnhX', 'Democrats’ soft-on-crime and “defund the police” policies have resulted in more police officers being killed in the line of duty during @POTUS’s first year than any other year since 1995. We need to support the brave men and women in blue who put their lives at risk every day. https://t.co/CsK9NCivEs', ""40% of our nation’s baby formula is out of stock. The Biden administration's lack of urgency to address this crisis, which has been worsening for months, is unacceptable. This is a matter of life and death for many families. https://t.co/zC9GiV19Os"", 'Global crude oil supply is a huge factor in gas prices, and Biden’s domestic energy policies are reducing global supply and driving up prices for Americans, many who can’t afford it. https://t.co/DSGr17QBzU', 'It’s obvious this is on purpose. Inflation is raging and everyone is paying more for everything while wages aren’t increasing with prices. Biden is taking “never let a crisis go to waste” to heart, and Americans are paying the price for his radical progressive agenda. https://t.co/QqwYpCeRhY', 'This is how bad inflation is right now: 8.3% is considered “good” compared to last month, though it’s still higher than expected. Biden &amp; Congressional Dems’ only solution to this (and every) problem is to spend more money, which is what got us here in the first place. https://t.co/9MM000svbR']",[]
RepCarlos,Rep. Carlos A. Gimenez,R,1343679195034103808,"['RT @MarioDB: For years, an increasingly radical left has sought to silence conservative Hispanic voices in South Florida.\n\nRead my joint st…', 'Ridiculous. We’ll stop getting mad at the term “Latinx” when they STOP using it at all. Terms already exist to achieve their goals: Latin Americans, Hispanics, etc.\n\nStop the cultural colonialism. They don’t get to hijack our culture and our language just to push their wokeness. https://t.co/h9Fz1UU8rf', 'On this day, 78 years ago, the battle of Normandy began. More than 155,000 allied troops stormed the beaches of Normandy fighting for liberty. We honor and remember their sacrifice. #DDay https://t.co/SmpeMHuk5N', 'South Florida has a deep and special military culture. It was an honor to welcome the Republican leader of the VA Committee @RepBost to @Homestead_ARB. I remain committed in Congress to ensuring our servicemembers and their families have every tool they need to succeed. https://t.co/ahqpvJtI5Y', 'The #Classof2022 faced unprecedented circumstances. Their hard work and perseverance only further underscore this magnificent achievement. Congratulations to all our #FL26 high school graduates. Lourdes and I wish you all the best in your next chapter. #MDCPSGrad #MYMCSD https://t.co/5jkgp9YH8M', 'Congratulations to Admiral Linda L. Fagan on her huge accomplishment on becoming the first woman Commandment of the @USCG and the first U.S. military service chief. As she relieves Admiral Shultz, I also thank Admiral Schultz for his service to our country. https://t.co/KgFOUENSy5', 'Thank you Ranking Member @RepBost for joining our Veterans Forum in #FL26 this week. Congress must do everything it can to support and help our veterans.\n\nVeterans are such a crucial part of South Florida’s community and it’s about time they have a seat at the table. https://t.co/PMIDZnkSbM', 'My team and I are closely monitoring the potential for Tropical Storm conditions this weekend across South Florida. \n\nStay alert and prepare for possible flooding. Please reach out to my office if you need assistance. #FL26 https://t.co/13nXsPO8Ta', 'I met with officer Captain Beth Regoli and Executive Officer, Cmdr. Jamie Brownlee to tour @NASKeyWest in #FL26 and see their housing facility. Both officers have dedicated their lives to serving our great country, and I thank them and the rest of NAS Key West for their service. https://t.co/dzzFAGcmXJ', 'The Atlantic Hurricane Season officially begins today and runs through November 30th. Make sure you’re up to date and prepared. \n\nPlease reach out to my office if you need any assistance and read our guide below for important contacts, info, and resources. https://t.co/JCyMTCGu9L']",[]
replouiegohmert,Louie Gohmert,R,22055226,"['Democrats believe it’s ok to rip off a baby’s arms and legs and crush their skulls during an abortion. Yet they now want to tell us how to keep kids safe? \n\n#GunGrab #2A @newsmax @JohnFBachman  @BiancaDLGarza \n\nhttps://t.co/qC7RIC8m7A', 'RT @newsmax: .@replouiegohmert criticizes the mainstream media for invoking a \'race riot\' while covering the Tulsa shooting.\n\n""That\'s the l…', ""Democrats' ideas and policies get people killed. I am sick of their arrogance. \n#HouseJudiciaryCommittee #GunGrab #2A https://t.co/120du4yxBy"", ""Exposed the Democrats' failed policies during the House Judiciary Committee markup on their latest gun-grabbing bill: https://t.co/oXIUydmnbf"", ""LIVE: House Judiciary Committee markup on the Democrat's gun grabbing bill: https://t.co/W9DXJHnrEY"", 'RT @RepChipRoy: We suggest President Biden visit American oil and gas producers in the Permian Basin instead of pleading with foreign regim…', 'RT @RepTonyGonzales: As Congress goes back to D.C. next week, I remain committed to turning this pain into action. I stand with Uvalde. \n\n#…', 'May each and every American understand the magnitude of this day, thank the families of those who gave all, and thank God for all those who protected our freedom and way of life. https://t.co/smS8MTiRF0', 'There is evil in this world, and it was in Uvalde yesterday. We grieve for the families of those precious children and teachers. \n\nThere are some basic solutions that we must get back to, but now is no time for politics. It is a time for grieving. https://t.co/OLDNF40zZz', ""Americans wait at airports for shipments of food so their babies can eat.\n\nMeanwhile, Biden sends pallets of baby formula to illegal aliens at the border.\n\nIt didn't even take two years for Biden to put the U.S. on track to be a third world country.\n\n#BidenBabyFormulaCrisis https://t.co/tp5xy0TQiC""]",[]
RepTonyGonzales,Rep. Tony Gonzales,R,1343627416120532992,"['It’s time to turn this pain into action. \n\nThe first step is addressing the mental health problem in America.\n\n https://t.co/TQ9oYydrAt', 'It’s time to turn this pain into action. \n\nThe first step is addressing the mental health problem in America.\n\nhttps://t.co/TQ9oYydrAt', 'Today we honor the 73,000 American soldiers who bravely fought on the beaches of Normandy to free Europe from the Nazi regime. \n\nWe commemorate the sacrifice of the thousands of troops that fought and died to defend the liberties of The United States and its allies. https://t.co/m0kxSvwqp4', 'As a father, school safety is a top priority for me. That’s why I am leading initiatives in Congress to make sure our kids feel safe returning to school in the fall. https://t.co/n2F3xIm9gJ', 'On #NationalCancerSurvivorsDay, we celebrate life! \n\nAt the same time, we must raise awareness of the challenges cancer survivors face from battling this vicious disease. We are here for you. \n\nhttps://t.co/S2hfNKYfne', 'RT @BillFOXLA: A three day snapshot at the Southern border, and keep in mind, this is only what they caught.', 'Here is some helpful guidance for us parents trying to help our kids understand and process the horrific events in Uvalde. https://t.co/t740ESEfMG', 'I am grateful for the outpouring of support from all over Texas. \n\nThank you, @HEB for offering assistance during this tragic time. #UnitedforUvalde https://t.co/hqFXN3MaEK', 'Schools are supposed to be a safe haven for our kids.\n\nI sent a letter to AG Garland urging the DOJ to expedite the approval of grants that would\xa0improve school safety, provide for additional school resource officers, &amp;\xa0offer much-needed emotional and financial support to Uvalde. https://t.co/w0O3nIhgyp', 'Texas, especially rural areas, is getting left behind. The tragedy in Uvalde should be a wake-up call for my fellow lawmakers. That’s why I am pushing in Congress to allocate federal funding for cities in South Texas, like Uvalde, to have proper emergency response operations.']",[]
RepAGonzalez,Rep. Anthony Gonzalez,R,1054381765224210432,"['Wishing everyone a reflective Memorial Day filled with gratitude for those who paid the ultimate price for our nation. https://t.co/VngsZEXe9J', 'https://t.co/W6k1XeWZwg', ""We can’t bring Brycen and Ben back, but we can ensure that their memories live on. I'm pleased to see my bill, the Brycen Gray and Ben Price Covid-19 Cognitive Research Act, pass out of @housesciencegop. We must improve our understanding of COVID-19's mental health impacts."", 'Congratulations to Ryan Sprunger, one of Northeast Ohio’s bravest citizens on receiving the Medal of Valor. An honor well deserved.  https://t.co/a1YWhgUKrd', 'My office is now accepting submissions for the 2022 Congressional Art Competition.  For more information please visit: https://t.co/W1Y1yo1LlO', 'FYI: Last week, the Admin announced the Uniting for Ukraine Program that allows for U.S. citizens to support fleeing Ukrainians and permits them to come to the United States. There is no filing fee, and all information is through the USCIS website: https://t.co/C8Fhazzuvj', 'This past weekend, our Nation honored 16th District resident’s SSG Futrell and SGT Meyers. These brave soldiers were presented the Purple Heart for injuries sustained in January 2020 when Iran attacked American troops in Iraq. We are forever grateful for their service. https://t.co/iyifdDe4fV', 'Proud and thankful to see @SenBillCassidy, @SenDuckworth, @SenSherrodBrown introduce this legislation in the Senate. It is important that we honor the legacy of Brycen Gray and Ben Price and get this bill signed into law. https://t.co/kgj1KQ4DmC', 'This is absurd. Crypto empowers individuals through decentralized systems. That terrifies people like Sen. Warren who want DC to control every aspect of your life. https://t.co/h0Zwe2kjnV', 'While some in DC wrongly claim that crypto is a tool primarily for criminals and sanctions avoidance, the facts on the ground in Ukraine tell a different story\n\nFascinating interview that anyone who wonders why this all matters should take the time to read https://t.co/51HdKDLTnx']",[]
RepJenniffer,Jenniffer González,R,819744763020775425,"['Gracias a los que participaron en la encuesta sobre la preparación para la temporada de huracanes, que comienza oficialmente hoy.\n\nContestamos tus dudas y te brindamos información adicional para que puedas prepararte, a tu familia, tu hogar y comunidad. \n\nhttps://t.co/ag2TSI3fXP https://t.co/YcnnD4K4KZ', 'Today my office hosted a grants briefing w/ @COPSOffice and @DOJBJA on available federal funding opportunities for our state and local law enforcement agencies in Puerto Rico. https://t.co/ZQqCnPFGAJ', 'Comunicado de Prensa | Jenniffer González anuncia inyección federal de $61.1 millones para Isla\n\nhttps://t.co/IdIJPdv5kZ https://t.co/WvMnp75CzP', ""On #MemorialDay, I'm honored to accompany veterans and family members in #PuertoRico as we pay tribute and honor the memory of those in our Armed Forces who made the ultimate sacrifice for our Nation. https://t.co/zH7Cd435pE"", 'RT @SBAgov: Looking to grow your business through #fedgov contracting? This guide can help you get started:  https://t.co/igadrYiFNV https:…', 'La temporada de huracanes 2022 comienza oficialmente el 1 de junio. Queremos ayudarte a prepararte.  \n\n¿Qué información te interesa recibir? \n \nSubscríbete a nuestro newsletter para recibir próximamente nuestro boletín especial de Preparación de Huracanes: https://t.co/XZY02f3Ylf', 'RT @notiseis360pr: El Agente Especial a Cargo de la Oficina de Campo del FBI en San Juan, Joseph González, anunció el viernes que la Academ…', 'RT @femaregion2: 🚨#PuertoRico: sobrevivientes de las inundaciones de febrero en Cataño, Dorado, Toa Baja, Vega Alta y Vega Baja, tienen has…', 'RT @RepBonamici: Protecting our ocean must be a bipartisan effort. Throughout her time in Congress, @RepJenniffer has shown her commitment…', 'Comunicado de Prensa | Nombran a Jenniffer González Colón como nueva copresidenta del Caucus de los Océanos de la Cámara de Representantes federal\n\nhttps://t.co/VF9kAnBaXJ https://t.co/9cDTlKvo78']",[]
RepBobGood,Congressman Bob Good,R,1345536897838436353,"['https://t.co/ktR5CbqmVO', 'Despicable https://t.co/xdF6alF32j', 'The Texas State Police gave members of Congress an opportunity to see their efforts assisting Border Patrol on the River Grande. https://t.co/yApfGslC1Q', 'Border wall materials left to rust — $350 million dollars — totally wasted by the Biden Administration. https://t.co/P4MEJgO6BD', 'Our OPEN Southern Border is compromising our national security. https://t.co/4CgxQEIRUo', 'The Biden Administration has effectively converted our Border Patrol Agents into daycare providers for illegal aliens. https://t.co/ac9bUCai68', 'This is the busiest 12 mile stretch of our Southern Border. Before the Trump wall was started, this was simply a dirt road, no security in place to slow down the Mexican crime cartels making billions smuggling across drugs and people. https://t.co/8bygy2oL9d', 'RT @MarshaBlackburn: The Biden admin should not re-enter a deal that legitimizes Iran’s regime while they continue to fund terrorism, endor…', 'May each one of us also commit to continue the fight for the freedom they gave us, so that their sacrifice may never be in vain.', 'Words are inadequate to express the debt that is owed by so many to so few.\xa0 We can only say “thank you” to their memories, and to their surviving loved ones.']",[]
RepGosar,"Rep. Paul Gosar, DDS",R,240760644,"['On this day in 1944, true heroes landed on the beaches of Normandy, charging forward under a barrage of enemy gunfire. We are forever grateful for their service to our country. Let us remember their sacrifice, and honor their memory. https://t.co/Xe4WFEb0wV', 'https://t.co/HtGdYOhvrR https://t.co/ptVBlXElGE', ""RT @RepThomasMassie: Rep. Massie and @TuckerCarlson destroy Chairman Nadler's argument to ban sale of firearms to those under 21. https://t…"", 'The left has reminded us in the past few months that they want to protect abortion (murder) with zero restrictions yet also want to totally disarm Americans to ""protect life"".\n\nThey don\'t care about our broken economy, record high costs, or inflation. \n\nThey don\'t care about you.', 'RT @RepMTG: A label for God and country.\nOh yeah, I’m in.', 'Well said! Love watching @RepMTG Live on @rumblevideo. https://t.co/Eq7Ekpex0d', 'In other words, @DineshDSouza made a difference.\n\n#2000Mules https://t.co/3BTg1fMZP8', 'I stood up for Laura Loomer.\n\nI\'ll stand up for you, too.\n\n""SHALL NOT BE INFRINGED.""\n\nhttps://t.co/9lrZ50sBiQ', ""I especially want this message to reach the youth, the future of our country. Gen Z. You know who you are.\n\nIt's MAGA time.\n\nWe need you! https://t.co/5uSOWR9vUt https://t.co/NGZGARUpwn"", 'Elections have consequences.\n\nStolen elections have even bigger consequences. \n\nOur country desperately needs brave &amp; capable patriots to unite and get involved in the political process if you are able.\n\nHistory is watching and future generations are counting on us.']",[]
RepKayGranger,Rep. Kay Granger,R,161743731,"['Happy Birthday, Fort Worth!!\nhttps://t.co/yGmwCKywto', 'RT @USArmy: Today, the day before #DDay — 78 years ago. \n\nThousands of paratroopers watched the sun go down, prepared to take the fight to…', 'Today on D-DAY, we pay homage to the 156,000 Allied troops who landed in Normandy on this date in 1944, and we will never forget the thousands of courageous soldiers who lost their lives.  We are forever grateful for their great sacrifice. https://t.co/LJpN1WqBS7', 'We shouldn’t depend on rogue nations for our needs when we have the ability to fulfill them ourselves. We must unleash American energy! https://t.co/mCvwUZD380', 'Biden’s Economic Crisis is costing the average American family an extra $327 a month.   Inflation is a tax upon all Americans. https://t.co/JXBCvalKcj', 'Congratulations to the Valedictorian and Salutatorian at @MWisdRams Mineral Wells High School.  Emily Myrick and Carson Huseman– your future is bright!\nhttps://t.co/oopP2f1Caz', 'Congratulations to the Valedictorian and Salutatorian at @SpringtownISD.  Jacob Phillips and Sarah Kinnard – we are all proud of your hard work!  \nhttps://t.co/5kdoUbj7T9', 'Sign up for updates on how I am fighting for you and TX12 in Washington. Subscribe to my Newsletter here: https://t.co/laBwnafRol', 'Congratulations to the Valedictorian and Salutatorian at @PeasterISD in Weatherford.  Kamden Hutton and Lily Thompson – your futures are bright! https://t.co/QnVaXZYz8C', 'Today, on Memorial Day, we honor all those who have made the ultimate sacrifice in the defense of our great country, and we remember that freedom isn’t free. https://t.co/rtF18rkhjq']",[]
RepGarretGraves,Rep. Garret Graves,R,2951574214,"['Today marks 78 years since heroes landed on the beaches of Normandy to defend freedom from tyranny. https://t.co/locUc9YFmP', 'It has been reported that there are thousands of backlogs in processing DNA evidence to identify &amp; indict lawbreakers in Louisiana.\n\nJust recently we secured funding to expedite DNA evidence in the Baton Rouge area to help fight violent crime &amp; expedite putting criminals in jail. https://t.co/h6tIFY7FsH', 'RT @GOPLeader: The nationwide average price for a gallon of gas has reached $4.72—the highest price ever recorded. Democrats simply don’t h…', 'There needs to be a cohesive energy strategy that will ease the suffering of working Americans’ wallets.\xa0\n\nWe are proactively developing policy solutions that are built on the proven success of conservative energy policies.\n\nRead more here:\nhttps://t.co/lgQAoyvkEr', 'The nationwide average price for a gallon of gas has reached $4.72. POTUS’ failed energy agenda has taken us in the wrong direction, and Americans can’t afford it.\n \nThe ECC Task Force is unveiling part one of the framework with policy solutions. \n \nWATCH: https://t.co/9PQDrqytDz https://t.co/9bzpZ15dBa', 'Crime is up across the country. We have to hold people accountable for the crimes they commit and support our law enforcement. https://t.co/k3EddsTRZW', 'Can’t make it up: Dems/Biden’s climate change strategy results in unaffordable energy costs, greater dependence on Russia and China, and HIGHER U.S. emissions. \n\nYou’re batting 0 for 12.\xa0Keep swinging. https://t.co/KchrPGeJp5', 'Hurricane season begins today. \n\nLast week, we celebrated the hurricane protection system just outside New Orleans. This is a great milestone but more work is ahead of us.\n\nMore on billions of dollars recently secured for projects: https://t.co/x83OpWzi9t https://t.co/sgKLXfpL44', 'Last week we celebrated the completion of the hurricane protection system just outside New Orleans.\n\nWe are also close to securing an additional $2 billion to make this system stronger. We have to build on our successes.\n\nMore on the additional funding: https://t.co/qPlLrf7OyA https://t.co/Hsz59bpD5J', 'We went to the College Drive Flyover Project with Johnny Ahysen to talk about traffic solutions in the Capital Region. These projects and corridors are critical for our region and the country.\n\nWatch the full interview here: https://t.co/rJCAB2dmY4 https://t.co/KIi4Ijb5NG']",[]
RepSamGraves,Rep. Sam Graves,R,29766367,"['For years, I’ve talked about the importance of prioritizing people’s lives and livelihoods when it comes to managing our rivers. \n\nThis year’s bipartisan Water Resources Development Act takes a big step forward in doing just that. https://t.co/qhOQQuxQN7', 'Far too many rural hospitals are on the brink of extinction. \n\nMy Save America’s Rural Hospitals Act will help put them back on solid ground so they can continue caring for our communities. https://t.co/Gv5gkpvltC', 'It’s critical to make sure the Corps does not lose focus of its navigation and flood control responsibilities, and the Water Resources Development Act of 2022 does just that. \n\nThis is a good bipartisan bill and I’m glad to see it moving forward. https://t.co/1iX8qOXzUC', 'Another day, ANOTHER record high price for gas and diesel fuel.\n \nAND the Biden Administration is CANCELLING 2 major oil and gas leases.\n \nOutrageous.\n \nAmericans are hurting.\n \nIt’s time to stop the Green New Deal mandates and start putting Americans first. https://t.co/6qURwQ1cZ9', 'Another day, another record high price for gas and diesel fuel.\n \nI don’t know about you, but I’m sick of this. Americans are hurting.\n \nPresident Biden needs to stop this Green New Deal nonsense and start unleashing American energy independence.', 'We don’t need more WOTUS overreach from the Biden Administration. We don’t need EPA bureaucrats telling farmers how to manage their farms. We need to put this issue to bed once and for all. https://t.co/7n7EsMgQKw', 'Back in 2019, I helped secure a $20.8 million federal grant to replace these two bridges and 29 others in rural North Missouri. \n\nGlad to see work is well underway on getting these one-lane bridges replaced. https://t.co/URSCTyKMN9', 'Thank you, @HealthyLivingMO Acting Director Nickelson, @HannibalHealth, and @NOSORH! \n\nI’m deeply humbled to receive this award and proud to fight on behalf of our rural hospitals, doctors, and nurses that are an absolute lifeline for our communities. https://t.co/2vqH3uHhZY', 'I’m proud to take a moment to recognize America’s teachers during this Teacher Appreciation Week and to simply say thanks for helping shape me and countless others into who we are today. https://t.co/W4a75ROO4f', 'A federal judge just struck down the transportation mask mandate. It’s about time. This hypocritical and overreaching mandate was never about health or science, since mask mandates were gone practically everywhere else. It’s time for this mandate to go once and for all.']",[]
